procID,event_type,logical_clock,real_clock,msg,msg_receiver,msg_ts
0,START,0,1688468022.9192882,,,
2,MSG,1,1688468022.9337034,REQUEST,1,2
4,MSG,2,1688468022.9337308,REQUEST,1,2
22,MSG,3,1688468022.9337533,REQUEST,1,2
22,MSG,4,1688468022.933774,REQUEST,2,2
22,MSG,5,1688468022.9337807,REQUEST,3,2
22,MSG,6,1688468022.9337916,REQUEST,4,2
22,MSG,7,1688468022.9337978,REQUEST,5,2
22,MSG,8,1688468022.9338064,REQUEST,6,2
22,MSG,9,1688468022.9338126,REQUEST,7,2
22,MSG,10,1688468022.9338207,REQUEST,8,2
22,MSG,11,1688468022.9338298,REQUEST,9,2
22,MSG,12,1688468022.93386,REQUEST,10,2
22,MSG,13,1688468022.9338675,REQUEST,11,2
22,MSG,14,1688468022.933874,REQUEST,12,2
22,MSG,15,1688468022.9339595,REQUEST,13,2
22,MSG,16,1688468022.9339688,REQUEST,14,2
22,MSG,17,1688468022.9339771,REQUEST,15,2
22,MSG,18,1688468022.9339852,REQUEST,16,2
22,MSG,19,1688468022.934033,REQUEST,17,2
22,MSG,20,1688468022.9340396,REQUEST,18,2
22,MSG,21,1688468022.9340472,REQUEST,19,2
22,MSG,22,1688468022.9340703,REQUEST,20,2
22,MSG,23,1688468022.934076,REQUEST,21,2
22,MSG,24,1688468022.9340868,REQUEST,23,2
22,MSG,25,1688468022.934093,REQUEST,24,2
22,MSG,26,1688468022.9341018,REQUEST,25,2
22,MSG,27,1688468022.934107,REQUEST,26,2
22,MSG,28,1688468022.9341152,REQUEST,27,2
22,MSG,29,1688468022.934121,REQUEST,28,2
22,MSG,30,1688468022.934129,REQUEST,29,2
22,MSG,31,1688468022.9341345,REQUEST,30,2
22,MSG,32,1688468022.9341424,REQUEST,31,2
22,MSG,33,1688468022.9341497,REQUEST,32,2
22,MSG,34,1688468022.934159,REQUEST,33,2
22,MSG,35,1688468022.9341645,REQUEST,34,2
22,MSG,36,1688468022.9341729,REQUEST,35,2
22,MSG,37,1688468022.9341805,REQUEST,36,2
22,MSG,38,1688468022.9341884,REQUEST,37,2
22,MSG,39,1688468022.9341936,REQUEST,38,2
22,MSG,40,1688468022.934202,REQUEST,39,2
22,MSG,41,1688468022.9342072,REQUEST,40,2
22,MSG,42,1688468022.934215,REQUEST,41,2
22,MSG,43,1688468022.9342206,REQUEST,42,2
22,MSG,44,1688468022.9342287,REQUEST,43,2
22,MSG,45,1688468022.9342344,REQUEST,44,2
22,MSG,46,1688468022.934243,REQUEST,45,2
22,MSG,47,1688468022.9342484,REQUEST,46,2
22,MSG,48,1688468022.934256,REQUEST,47,2
22,MSG,49,1688468022.934262,REQUEST,48,2
22,MSG,50,1688468022.9342704,REQUEST,49,2
2,MSG,51,1688468022.9342866,REQUEST,3,2
2,MSG,52,1688468022.9342966,REQUEST,4,2
2,MSG,53,1688468022.9343028,REQUEST,5,2
2,MSG,54,1688468022.9343088,REQUEST,6,2
2,MSG,55,1688468022.9343145,REQUEST,7,2
2,MSG,56,1688468022.93432,REQUEST,8,2
2,MSG,57,1688468022.9343255,REQUEST,9,2
